customer_id,usage_month,monthly_logins,active_users,support_tickets
CUST-0105,2024-10,12.9,6,3
CUST-0106,2022-02,28.3,5,1
CUST-0106,2022-03,26.1,5,1
CUST-0106,2022-04,26.7,8,0
CUST-0106,2022-05,32.2,13,0
CUST-0106,2022-06,28.6,7,1
CUST-0106,2022-07,28.8,13,0
CUST-0106,2022-08,29.1,6,1
CUST-0106,2022-09,24.4,7,0
CUST-0106,2022-10,20.7,5,0
CUST-0106,2022-11,29.7,9,1
CUST-0106,2022-12,24.5,8,0
CUST-0106,2023-01,21.7,5,0
CUST-0106,2023-02,32.5,13,0
CUST-0106,2023-03,26.5,5,0
CUST-0106,2023-04,24.5,7,0
CUST-0106,2023-05,24.6,4,0
CUST-0106,2023-06,26.4,7,1
CUST-0106,2023-07,28.3,7,0
CUST-0106,2023-08,32.2,11,0
CUST-0106,2023-09,31.7,8,0
CUST-0106,2023-10,30.6,13,0
CUST-0106,2023-11,30.5,14,0
CUST-0106,2023-12,24.3,6,1
CUST-0106,2024-01,27.5,6,0
CUST-0106,2024-02,28.9,6,0
CUST-0106,2024-03,29.5,10,1
CUST-0106,2024-04,26.7,5,0
CUST-0106,2024-05,26.3,7,1
CUST-0106,2024-06,31.9,11,1
CUST-0106,2024-07,24.9,10,1
CUST-0106,2024-08,24.7,5,0
CUST-0107,2023-08,7.0,3,0
CUST-0107,2023-09,7.7,1,0
CUST-0107,2023-10,3.3,1,1
CUST-0107,2023-11,13.1,3,0
CUST-0107,2023-12,5.0,1,0
CUST-0107,2024-01,10.3,2,0
CUST-0107,2024-02,16.2,6,0
CUST-0107,2024-03,13.1,5,1
CUST-0107,2024-04,11.6,3,0
CUST-0107,2024-05,9.2,2,1
CUST-0107,2024-06,7.2,1,1
CUST-0107,2024-07,13.4,4,0
CUST-0107,2024-08,11.6,2,1
CUST-0107,2024-09,10.7,4,0
CUST-0107,2024-10,13.5,4,0
CUST-0107,2024-11,5.9,1,2
CUST-0107,2024-12,2.2,1,0
CUST-0107,2025-01,6.1,2,0
CUST-0107,2025-02,7.2,2,0
CUST-0107,2025-03,6.0,1,0
CUST-0107,2025-04,11.2,2,0
CUST-0107,2025-05,4.7,1,0
CUST-0108,2022-12,7.1,1,0
CUST-0108,2023-01,11.4,5,0
CUST-0108,2023-02,10.3,2,0
CUST-0108,2023-03,7.1,1,2
CUST-0108,2023-04,13.0,3,0
CUST-0108,2023-05,8.2,2,0
CUST-0108,2023-06,1.2,1,0
CUST-0108,2023-07,0.0,1,0
CUST-0108,2023-08,0.0,1,1
CUST-0108,2023-09,0.0,1,1
CUST-0108,2023-10,0.0,1,1
CUST-0108,2023-11,0.0,1,2
CUST-0108,2023-12,,1,2
CUST-0108,2024-01,0.0,1,0
CUST-0108,2024-02,0.0,1,1
CUST-0108,2024-03,1.0,1,1
CUST-0108,2024-04,0.0,1,2
CUST-0108,2024-05,0.0,1,0
CUST-0108,2024-06,0.0,1,2
CUST-0108,2024-07,0.0,1,0
CUST-0108,2024-08,0.0,1,1
CUST-0108,2024-09,0.0,1,2
CUST-0108,2024-10,0.0,1,1
CUST-0108,2024-11,0.0,1,2
CUST-0108,2024-12,0.0,1,5
CUST-0108,2025-01,0.0,1,4
CUST-0108,2025-02,0.0,1,0
CUST-0108,2025-03,0.0,1,0
CUST-0108,2025-04,0.0,1,0
CUST-0108,2025-05,,1,2
CUST-0109,2023-06,10.4,2,4
CUST-0109,2023-07,9.2,2,1
CUST-0109,2023-08,2.5,1,0
CUST-0109,2023-09,5.9,1,0
CUST-0109,2023-10,2.6,1,2
CUST-0109,2023-11,0.0,1,1
CUST-0109,2023-12,0.0,1,1
CUST-0109,2024-01,2.4,1,0
CUST-0109,2024-02,0.0,1,2
CUST-0109,2024-03,7.3,1,0
CUST-0109,2024-04,0.0,1,2
CUST-0109,2024-05,0.0,1,0
CUST-0109,2024-06,2.2,1,3
CUST-0109,2024-07,0.0,1,0
CUST-0109,2024-08,0.0,1,1
CUST-0109,2024-09,0.0,1,0
CUST-0109,2024-10,0.0,1,0
CUST-0109,2024-11,0.7,1,0
CUST-0109,2024-12,7.0,1,0
CUST-0109,2025-01,0.0,1,1
CUST-0109,2025-02,0.0,1,1
CUST-0109,2025-03,0.0,1,3
CUST-0109,2025-04,0.0,1,0
CUST-0109,2025-05,0.0,1,0
CUST-0110,2022-10,14.5,3,3
CUST-0110,2022-11,,2,0
CUST-0110,2022-12,7.8,2,2
CUST-0110,2023-01,11.0,2,3
CUST-0110,2023-02,7.0,1,4
CUST-0110,2023-03,6.0,1,0
CUST-0110,2023-04,3.0,1,1
CUST-0110,2023-05,0.0,1,2
CUST-0110,2023-06,2.6,1,2
CUST-0110,2023-07,0.7,1,1
CUST-0110,2023-08,3.9,1,0
CUST-0110,2023-09,0.0,1,0
CUST-0110,2023-10,0.0,1,2
CUST-0110,2023-11,0.0,1,2
CUST-0110,2023-12,0.0,1,1
CUST-0110,2024-01,0.0,1,1
CUST-0110,2024-02,0.5,1,2
CUST-0110,2024-03,0.0,1,3
CUST-0110,2024-04,0.0,1,0
CUST-0110,2024-05,0.0,1,3
CUST-0110,2024-06,0.0,1,3
CUST-0110,2024-07,0.0,1,0
CUST-0110,2024-08,0.0,1,1
CUST-0110,2024-09,0.0,1,0
CUST-0110,2024-10,0.0,1,1
CUST-0110,2024-11,0.0,1,0
CUST-0110,2024-12,0.0,1,2
CUST-0110,2025-01,0.0,1,4
CUST-0110,2025-02,0.0,1,2
CUST-0110,2025-03,0.0,1,2
CUST-0110,2025-04,0.0,1,1
CUST-0111,2022-07,26.9,9,1
CUST-0111,2022-08,21.3,6,0
CUST-0111,2022-09,28.1,7,0
CUST-0111,2022-10,24.7,8,0
CUST-0111,2022-11,22.3,6,0
CUST-0111,2022-12,24.9,11,1
CUST-0111,2023-01,29.5,6,0
CUST-0111,2023-02,,10,1
CUST-0111,2023-03,24.3,8,1
CUST-0111,2023-04,23.5,6,1
CUST-0111,2023-05,19.3,7,0
CUST-0111,2023-06,23.0,5,1
CUST-0111,2023-07,26.2,5,1
CUST-0111,2023-08,18.5,3,1
CUST-0111,2023-09,21.3,4,1
CUST-0111,2023-10,25.8,8,0
CUST-0111,2023-11,27.5,13,0
CUST-0111,2023-12,25.5,7,0
CUST-0111,2024-01,22.6,4,1
CUST-0111,2024-02,23.6,10,0
CUST-0111,2024-03,18.5,4,0
CUST-0111,2024-04,23.1,5,0
CUST-0111,2024-05,27.7,5,0
CUST-0111,2024-06,25.1,11,0
CUST-0111,2024-07,23.1,7,0
CUST-0111,2024-08,21.0,5,0
CUST-0111,2024-09,28.2,8,0
CUST-0111,2024-10,20.4,5,0
CUST-0111,2024-11,23.5,5,1
CUST-0111,2024-12,19.5,5,0
CUST-0111,2025-01,23.2,5,1
CUST-0112,2022-05,29.2,6,1
CUST-0112,2022-06,25.2,6,1
CUST-0112,2022-07,32.5,9,3
CUST-0112,2022-08,29.0,7,2
CUST-0112,2022-09,20.6,4,1
CUST-0112,2022-10,24.3,8,0
CUST-0112,2022-11,22.8,6,0
CUST-0112,2022-12,26.2,12,0
CUST-0112,2023-01,28.1,5,1
CUST-0112,2023-02,22.8,4,1
CUST-0112,2023-03,22.6,9,0
CUST-0112,2023-04,27.4,7,0
CUST-0112,2023-05,29.0,7,0
CUST-0112,2023-06,32.6,13,1
CUST-0112,2023-07,24.3,7,0
CUST-0112,2023-08,27.1,7,1
CUST-0112,2023-09,27.9,8,0
CUST-0112,2023-10,27.1,5,0
CUST-0112,2023-11,,7,0
CUST-0112,2023-12,26.9,7,1
CUST-0112,2024-01,26.5,12,0
CUST-0112,2024-02,31.2,10,0
CUST-0112,2024-03,25.4,8,0
CUST-0112,2024-04,25.5,5,0
CUST-0112,2024-05,26.6,12,0
CUST-0112,2024-06,24.5,6,0
CUST-0112,2024-07,28.2,11,0
CUST-0112,2024-08,22.5,5,0
CUST-0112,2024-09,28.2,9,0
CUST-0112,2024-10,28.7,10,0
CUST-0112,2024-11,28.6,10,1
CUST-0113,2022-12,24.7,10,0
CUST-0113,2023-01,21.2,4,1
CUST-0113,2023-02,22.2,5,1
CUST-0113,2023-03,17.7,4,1
CUST-0113,2023-04,22.3,4,1
CUST-0113,2023-05,,5,1
CUST-0113,2023-06,23.2,5,0
CUST-0113,2023-07,18.4,4,0
CUST-0113,2023-08,23.6,6,0
CUST-0113,2023-09,20.5,5,0
CUST-0113,2023-10,16.4,3,0
CUST-0113,2023-11,22.7,6,0
CUST-0113,2023-12,20.7,4,0
CUST-0113,2024-01,21.1,6,0
CUST-0113,2024-02,19.7,6,0
CUST-0113,2024-03,20.3,5,0
CUST-0113,2024-04,19.3,8,0
CUST-0113,2024-05,19.8,5,2
CUST-0113,2024-06,20.4,6,0
CUST-0113,2024-07,20.2,5,1
CUST-0113,2024-08,27.4,8,0
CUST-0113,2024-09,25.8,10,1
CUST-0113,2024-10,20.1,5,0
CUST-0113,2024-11,25.0,9,0
CUST-0113,2024-12,22.2,4,0
CUST-0113,2025-01,,5,1
CUST-0113,2025-02,17.4,7,0
CUST-0113,2025-03,18.7,6,0
CUST-0113,2025-04,24.6,5,0
CUST-0113,2025-05,18.8,8,1
CUST-0114,2024-01,13.1,2,0
CUST-0114,2024-02,11.6,4,0
CUST-0114,2024-03,11.9,5,0
CUST-0114,2024-04,15.1,5,0
CUST-0114,2024-05,15.2,3,0
CUST-0114,2024-06,14.2,5,2
CUST-0114,2024-07,18.8,5,0
CUST-0114,2024-08,18.3,4,0
CUST-0114,2024-09,13.6,2,1
CUST-0114,2024-10,15.9,4,1
CUST-0114,2024-11,16.3,5,0
CUST-0114,2024-12,12.1,2,1
CUST-0114,2025-01,12.6,5,2
CUST-0114,2025-02,13.7,3,0
CUST-0114,2025-03,11.2,2,0
CUST-0114,2025-04,13.3,4,0
CUST-0114,2025-05,17.4,7,0
CUST-0115,2022-12,21.0,5,0
CUST-0115,2023-01,19.1,4,0
CUST-0115,2023-02,16.4,4,0
CUST-0115,2023-03,9.3,1,1
CUST-0115,2023-04,14.0,3,0
CUST-0115,2023-05,16.7,5,1
CUST-0115,2023-06,22.1,9,1
CUST-0115,2023-07,10.7,3,0
CUST-0115,2023-08,19.5,5,0
CUST-0115,2023-09,22.2,8,0
CUST-0115,2023-10,22.3,4,0
CUST-0115,2023-11,19.2,5,1
CUST-0115,2023-12,24.9,5,0
CUST-0115,2024-01,11.5,4,1
CUST-0115,2024-02,14.1,7,0
CUST-0115,2024-03,19.2,6,1
CUST-0115,2024-04,20.5,4,0
CUST-0115,2024-05,21.5,10,0
CUST-0115,2024-06,12.8,2,0
CUST-0115,2024-07,21.2,5,0
CUST-0115,2024-08,12.4,2,1
CUST-0115,2024-09,21.9,4,0
CUST-0115,2024-10,15.7,3,0
CUST-0115,2024-11,23.0,7,0
CUST-0115,2024-12,23.3,10,1
CUST-0115,2025-01,18.8,4,0
CUST-0115,2025-02,15.0,3,0
CUST-0115,2025-03,18.5,3,1
CUST-0115,2025-04,22.5,7,1
CUST-0115,2025-05,12.4,2,2
CUST-0116,2022-12,,11,1
CUST-0116,2023-01,15.5,5,0
CUST-0116,2023-02,11.9,3,0
CUST-0116,2023-03,11.9,4,0
CUST-0116,2023-04,20.3,6,2
CUST-0116,2023-05,16.4,6,1
CUST-0116,2023-06,14.2,5,0
CUST-0116,2023-07,16.4,4,1
CUST-0116,2023-08,19.1,8,0
CUST-0116,2023-09,18.7,4,0
CUST-0116,2023-10,12.8,3,0
CUST-0116,2023-11,17.3,4,0
CUST-0116,2023-12,13.1,4,1
CUST-0116,2024-01,18.1,4,0
CUST-0116,2024-02,18.3,3,0
CUST-0116,2024-03,15.1,5,1
CUST-0116,2024-04,13.1,2,1
CUST-0116,2024-05,19.0,6,0
CUST-0116,2024-06,26.9,9,0
CUST-0116,2024-07,12.0,3,0
CUST-0116,2024-08,17.9,4,0
CUST-0116,2024-09,15.1,3,0
CUST-0116,2024-10,17.5,3,1
CUST-0116,2024-11,16.1,3,0
CUST-0116,2024-12,21.8,5,0
CUST-0116,2025-01,13.1,3,1
CUST-0116,2025-02,19.3,4,1
CUST-0116,2025-03,15.4,3,1
CUST-0116,2025-04,9.2,2,0
CUST-0116,2025-05,17.5,4,1
CUST-0117,2023-06,19.0,5,1
CUST-0117,2023-07,21.0,5,2
CUST-0117,2023-08,18.5,5,0
CUST-0117,2023-09,18.1,3,0
CUST-0117,2023-10,21.8,5,1
CUST-0117,2023-11,14.8,4,2
CUST-0117,2023-12,19.8,6,0
CUST-0117,2024-01,17.2,5,0
CUST-0117,2024-02,5.8,2,1
CUST-0117,2024-03,8.9,2,1
CUST-0117,2024-04,3.6,1,0
CUST-0117,2024-05,6.4,3,1
CUST-0117,2024-06,7.3,3,2
CUST-0117,2024-07,14.8,3,1
CUST-0117,2024-08,0.0,1,1
CUST-0117,2024-09,13.5,4,0
CUST-0117,2024-10,0.0,1,3
CUST-0117,2024-11,0.0,1,1
CUST-0117,2024-12,8.7,3,0
CUST-0117,2025-01,0.0,1,0
CUST-0117,2025-02,0.0,1,0
CUST-0117,2025-03,0.0,1,2
CUST-0117,2025-04,2.7,1,1
CUST-0117,2025-05,9.2,2,2
CUST-0118,2024-05,16.1,7,1
CUST-0118,2024-06,20.2,4,0
CUST-0118,2024-07,18.3,6,0
CUST-0118,2024-08,16.1,4,2
CUST-0118,2024-09,16.6,4,0
CUST-0118,2024-10,17.7,4,1
CUST-0118,2024-11,22.9,5,0
CUST-0118,2024-12,15.7,3,0
CUST-0118,2025-01,14.9,3,1
CUST-0118,2025-02,19.1,8,1
CUST-0118,2025-03,16.7,4,0
CUST-0118,2025-04,16.7,3,1
CUST-0118,2025-05,18.2,4,0
CUST-0119,2022-12,27.4,9,1
CUST-0119,2023-01,,9,0
CUST-0119,2023-02,23.9,4,0
CUST-0119,2023-03,29.0,8,0
CUST-0119,2023-04,19.3,4,0
CUST-0119,2023-05,24.5,6,0
CUST-0119,2023-06,26.9,7,0
CUST-0119,2023-07,28.4,5,0
CUST-0119,2023-08,,11,0
CUST-0119,2023-09,26.6,9,0
CUST-0119,2023-10,27.0,7,0
CUST-0119,2023-11,24.5,5,1
CUST-0119,2023-12,25.1,5,1
CUST-0119,2024-01,20.6,7,1
CUST-0119,2024-02,29.2,5,0
CUST-0119,2024-03,25.7,5,1
CUST-0119,2024-04,26.0,7,0
CUST-0119,2024-05,28.8,6,0
CUST-0119,2024-06,30.3,6,1
CUST-0119,2024-07,34.0,8,0
CUST-0119,2024-08,22.6,4,0
CUST-0119,2024-09,26.4,5,1
CUST-0119,2024-10,19.3,4,0
CUST-0119,2024-11,25.2,5,0
CUST-0119,2024-12,23.1,7,0
CUST-0119,2025-01,23.9,9,0
CUST-0119,2025-02,24.6,8,0
CUST-0119,2025-03,23.6,8,2
CUST-0119,2025-04,27.0,6,0
CUST-0119,2025-05,29.2,5,2
CUST-0120,2023-06,8.2,1,1
CUST-0120,2023-07,4.5,1,0
CUST-0120,2023-08,8.8,3,3
CUST-0120,2023-09,10.0,2,0
CUST-0120,2023-10,8.9,2,0
CUST-0120,2023-11,11.2,2,2
CUST-0120,2023-12,9.8,4,0
CUST-0120,2024-01,7.6,1,0
CUST-0120,2024-02,5.1,1,1
CUST-0120,2024-03,6.6,2,0
CUST-0120,2024-04,8.6,3,0
CUST-0120,2024-05,10.6,3,3
CUST-0120,2024-06,13.5,2,2
CUST-0120,2024-07,6.1,1,1
CUST-0120,2024-08,6.9,1,0
CUST-0120,2024-09,12.6,4,0
CUST-0120,2024-10,12.8,5,0
CUST-0120,2024-11,8.7,2,0
CUST-0120,2024-12,6.6,1,0
CUST-0120,2025-01,9.6,2,0
CUST-0120,2025-02,9.8,3,1
CUST-0120,2025-03,7.8,2,0
CUST-0120,2025-04,3.6,1,0
CUST-0120,2025-05,5.7,1,0
CUST-0121,2023-01,19.8,4,1
CUST-0121,2023-02,25.9,6,0
CUST-0121,2023-03,20.9,4,0
CUST-0121,2023-04,17.6,5,0
CUST-0121,2023-05,28.4,10,1
CUST-0121,2023-06,21.5,5,0
CUST-0121,2023-07,,9,0
CUST-0121,2023-08,25.3,10,0
CUST-0121,2023-09,24.2,4,1
CUST-0121,2023-10,20.7,6,0
CUST-0121,2023-11,20.2,9,0
CUST-0121,2023-12,27.7,7,3
CUST-0121,2024-01,22.7,6,0
CUST-0121,2024-02,30.1,6,1
CUST-0121,2024-03,20.9,4,0
CUST-0121,2024-04,26.7,5,0
CUST-0121,2024-05,22.7,6,0
CUST-0121,2024-06,25.8,7,1
CUST-0121,2024-07,25.6,5,1
CUST-0121,2024-08,24.0,4,0
CUST-0121,2024-09,23.1,10,0
CUST-0121,2024-10,29.7,12,0
CUST-0121,2024-11,27.9,5,0
CUST-0121,2024-12,23.6,6,1
CUST-0121,2025-01,24.3,5,0
CUST-0121,2025-02,19.6,6,0
CUST-0121,2025-03,26.2,11,0
CUST-0121,2025-04,25.6,5,3
CUST-0121,2025-05,25.0,5,1
CUST-0122,2023-06,20.4,6,0
CUST-0122,2023-07,19.0,5,0
CUST-0122,2023-08,20.8,4,0
CUST-0122,2023-09,21.4,7,0
CUST-0122,2023-10,20.4,4,1
CUST-0122,2023-11,18.0,8,0
CUST-0122,2023-12,17.8,8,0
CUST-0122,2024-01,22.1,5,0
CUST-0122,2024-02,18.1,3,0
CUST-0122,2024-03,20.7,8,0
CUST-0122,2024-04,17.4,4,0
CUST-0122,2024-05,25.3,8,0
CUST-0122,2024-06,20.9,4,1
CUST-0122,2024-07,23.5,5,0
CUST-0122,2024-08,24.9,5,0
CUST-0122,2024-09,17.1,3,1
CUST-0122,2024-10,17.5,5,2
CUST-0122,2024-11,18.0,7,0
CUST-0122,2024-12,22.5,4,1
CUST-0122,2025-01,18.4,4,1
CUST-0122,2025-02,16.4,3,0
CUST-0122,2025-03,23.5,8,0
CUST-0122,2025-04,21.4,8,0
CUST-0122,2025-05,17.2,7,0
CUST-0123,2023-02,16.7,3,1
CUST-0123,2023-03,13.8,4,0
CUST-0123,2023-04,19.1,7,0
CUST-0123,2023-05,13.2,2,0
CUST-0123,2023-06,14.8,3,0
CUST-0123,2023-07,21.4,5,0
CUST-0123,2023-08,13.7,4,1
CUST-0123,2023-09,12.2,3,0
CUST-0123,2023-10,14.6,3,1
CUST-0123,2023-11,17.7,4,1
CUST-0123,2023-12,18.6,4,0
CUST-0123,2024-01,17.3,6,0
CUST-0123,2024-02,17.4,4,0
CUST-0123,2024-03,18.4,6,0
CUST-0123,2024-04,12.4,2,0
CUST-0123,2024-05,12.2,2,0
CUST-0123,2024-06,11.7,4,1
CUST-0123,2024-07,15.5,4,0
CUST-0123,2024-08,8.8,1,0
CUST-0123,2024-09,10.5,3,0
CUST-0123,2024-10,,2,0
CUST-0123,2024-11,13.3,5,1
CUST-0123,2024-12,20.7,4,2
CUST-0123,2025-01,11.2,3,0
CUST-0123,2025-02,11.0,5,1
CUST-0123,2025-03,17.8,5,0
CUST-0123,2025-04,20.3,8,0
CUST-0123,2025-05,12.3,3,0
CUST-0124,2023-07,10.0,2,0
CUST-0124,2023-08,9.7,2,0
CUST-0124,2023-09,7.9,1,1
CUST-0124,2023-10,11.2,2,0
CUST-0124,2023-11,11.8,5,0
CUST-0124,2023-12,11.5,3,0
CUST-0124,2024-01,11.1,2,0
CUST-0124,2024-02,11.3,3,2
CUST-0124,2024-03,10.1,2,0
CUST-0124,2024-04,11.5,2,0
CUST-0124,2024-05,13.4,2,0
CUST-0124,2024-06,8.1,2,0
CUST-0124,2024-07,2.7,1,1
CUST-0124,2024-08,10.9,4,0
CUST-0124,2024-09,9.3,2,0
CUST-0124,2024-10,13.7,6,0
CUST-0124,2024-11,8.5,3,0
CUST-0124,2024-12,10.4,2,0
CUST-0124,2025-01,10.6,4,0
CUST-0124,2025-02,9.1,4,0
CUST-0124,2025-03,9.8,2,0
CUST-0124,2025-04,10.4,3,0
CUST-0124,2025-05,11.7,2,0
CUST-0125,2023-05,21.6,7,1
CUST-0125,2023-06,29.6,7,2
CUST-0125,2023-07,23.8,9,0
CUST-0125,2023-08,28.4,6,0
CUST-0125,2023-09,24.6,5,0
CUST-0125,2023-10,28.1,8,1
CUST-0125,2023-11,23.6,10,0
CUST-0125,2023-12,19.9,4,1
CUST-0125,2024-01,27.2,6,0
CUST-0125,2024-02,29.7,14,0
CUST-0125,2024-03,24.1,5,0
CUST-0125,2024-04,28.3,9,0
CUST-0125,2024-05,28.7,6,2
CUST-0125,2024-06,26.0,5,1
CUST-0125,2024-07,28.6,7,0
CUST-0125,2024-08,27.0,7,0
CUST-0125,2024-09,23.6,7,0
CUST-0125,2024-10,26.0,12,1
CUST-0125,2024-11,29.8,9,0
CUST-0125,2024-12,24.8,8,1
CUST-0125,2025-01,25.9,9,0
CUST-0125,2025-02,25.4,8,0
CUST-0125,2025-03,25.8,8,0
CUST-0125,2025-04,29.7,6,0
CUST-0125,2025-05,31.6,13,0
CUST-0126,2023-09,14.2,4,0
CUST-0126,2023-10,15.2,4,0
CUST-0126,2023-11,15.5,7,0
CUST-0126,2023-12,18.3,3,0
CUST-0126,2024-01,13.2,3,1
CUST-0126,2024-02,14.5,3,0
CUST-0126,2024-03,8.6,3,3
CUST-0126,2024-04,17.1,3,0
CUST-0126,2024-05,12.9,3,0
CUST-0126,2024-06,10.0,3,0
CUST-0126,2024-07,17.8,7,0
CUST-0126,2024-08,14.0,6,0
CUST-0126,2024-09,7.8,3,0
CUST-0126,2024-10,10.8,3,0
CUST-0126,2024-11,10.3,3,0
CUST-0126,2024-12,16.5,5,1
CUST-0126,2025-01,15.0,5,0
CUST-0126,2025-02,16.5,5,0
CUST-0126,2025-03,9.7,4,2
CUST-0126,2025-04,16.8,3,0
CUST-0126,2025-05,16.8,5,0
CUST-0127,2024-05,16.3,6,0
CUST-0127,2024-06,11.4,4,0
CUST-0127,2024-07,15.2,5,0
CUST-0127,2024-08,,4,2
CUST-0127,2024-09,16.3,4,0
CUST-0127,2024-10,14.0,6,0
CUST-0127,2024-11,15.2,6,0
CUST-0127,2024-12,14.5,3,1
CUST-0127,2025-01,12.2,2,1
CUST-0127,2025-02,17.1,7,0
CUST-0127,2025-03,12.7,3,0
CUST-0127,2025-04,16.7,6,0
CUST-0127,2025-05,14.1,4,1
CUST-0128,2022-05,6.2,2,0
CUST-0128,2022-06,10.3,2,0
CUST-0128,2022-07,4.0,1,2
CUST-0128,2022-08,10.0,2,0
CUST-0128,2022-09,7.1,1,1
CUST-0128,2022-10,11.1,2,0
CUST-0128,2022-11,11.7,4,0
CUST-0128,2022-12,13.3,6,1
CUST-0128,2023-01,11.6,3,0
CUST-0128,2023-02,8.2,3,0
CUST-0128,2023-03,9.0,3,0
CUST-0128,2023-04,10.5,2,0
CUST-0128,2023-05,7.3,1,0
CUST-0128,2023-06,9.1,3,1
CUST-0128,2023-07,10.2,4,0
CUST-0128,2023-08,5.7,1,0
CUST-0128,2023-09,5.8,1,0
CUST-0128,2023-10,10.2,2,0
CUST-0128,2023-11,5.0,1,0
CUST-0128,2023-12,,3,1
CUST-0128,2024-01,7.0,1,1
CUST-0128,2024-02,10.4,2,1
CUST-0128,2024-03,7.7,2,0
CUST-0128,2024-04,5.1,1,1
CUST-0128,2024-05,7.8,2,2
CUST-0128,2024-06,11.3,5,0
CUST-0128,2024-07,8.4,1,1
CUST-0128,2024-08,11.9,4,2
CUST-0128,2024-09,10.0,2,1
CUST-0128,2024-10,7.4,2,1
CUST-0128,2024-11,13.1,2,0
CUST-0129,2023-05,30.4,11,0
CUST-0129,2023-06,29.9,8,0
CUST-0129,2023-07,32.9,15,0
CUST-0129,2023-08,30.0,8,1
CUST-0129,2023-09,29.1,7,0
CUST-0129,2023-10,31.2,9,0
CUST-0129,2023-11,27.8,7,0
CUST-0129,2023-12,34.2,7,0
CUST-0129,2024-01,29.9,6,1
CUST-0129,2024-02,28.7,13,0
CUST-0129,2024-03,31.0,14,0
CUST-0129,2024-04,22.0,7,0
CUST-0129,2024-05,30.0,10,0
CUST-0129,2024-06,33.7,7,0
CUST-0129,2024-07,23.8,5,2
CUST-0129,2024-08,30.9,6,0
CUST-0129,2024-09,29.1,6,0
CUST-0129,2024-10,27.8,7,1
CUST-0129,2024-11,32.0,10,0
CUST-0129,2024-12,,6,0
CUST-0129,2025-01,31.3,14,0
CUST-0129,2025-02,31.6,9,1
CUST-0129,2025-03,26.1,6,2
CUST-0129,2025-04,21.2,5,0
CUST-0129,2025-05,28.6,6,0
CUST-0130,2023-02,10.3,2,0
CUST-0130,2023-03,11.5,3,0
CUST-0130,2023-04,15.3,4,0
CUST-0130,2023-05,9.9,2,0
CUST-0130,2023-06,10.3,2,1
CUST-0130,2023-07,11.1,3,2
CUST-0130,2023-08,6.4,1,0
CUST-0130,2023-09,9.8,2,0
CUST-0130,2023-10,13.6,4,1
CUST-0130,2023-11,8.5,2,1
CUST-0130,2023-12,13.8,4,1
CUST-0130,2024-01,13.2,6,1
CUST-0130,2024-02,9.4,2,1
CUST-0130,2024-03,9.5,2,1
CUST-0130,2024-04,13.6,3,1
CUST-0130,2024-05,16.5,6,0
CUST-0130,2024-06,10.9,3,0
CUST-0130,2024-07,9.9,2,1
CUST-0130,2024-08,15.1,5,0
CUST-0130,2024-09,15.5,6,0
CUST-0130,2024-10,11.8,3,1
CUST-0130,2024-11,12.7,5,0
CUST-0130,2024-12,12.8,3,0
CUST-0130,2025-01,13.3,2,0
CUST-0130,2025-02,13.2,3,2
CUST-0130,2025-03,11.7,4,0
CUST-0130,2025-04,14.1,3,0
CUST-0130,2025-05,8.3,2,0
CUST-0131,2022-11,24.9,10,1
CUST-0131,2022-12,24.9,5,0
CUST-0131,2023-01,20.4,5,0
CUST-0131,2023-02,20.9,4,1
CUST-0131,2023-03,20.7,4,0
CUST-0131,2023-04,18.3,3,0
CUST-0131,2023-05,26.9,5,0
CUST-0131,2023-06,25.7,7,0
CUST-0131,2023-07,22.5,4,0
CUST-0131,2023-08,21.2,7,0
CUST-0131,2023-09,26.4,12,0
CUST-0131,2023-10,22.9,6,0
CUST-0131,2023-11,22.3,7,1
CUST-0131,2023-12,12.0,3,0
CUST-0131,2024-01,25.4,5,2
CUST-0131,2024-02,21.8,4,0
CUST-0131,2024-03,23.0,11,2
CUST-0131,2024-04,25.0,9,0
CUST-0131,2024-05,16.9,4,1
CUST-0131,2024-06,22.2,9,0
CUST-0131,2024-07,21.9,4,0
CUST-0131,2024-08,24.0,4,0
CUST-0131,2024-09,21.5,5,0
CUST-0131,2024-10,21.5,8,3
CUST-0131,2024-11,22.6,10,0
CUST-0131,2024-12,23.0,4,0
CUST-0131,2025-01,26.4,12,1
CUST-0131,2025-02,21.4,5,0
CUST-0131,2025-03,19.5,5,2
CUST-0131,2025-04,24.7,8,0
CUST-0131,2025-05,25.2,5,0
CUST-0132,2022-08,27.0,8,1
CUST-0132,2022-09,26.8,9,0
CUST-0132,2022-10,25.8,8,1
CUST-0132,2022-11,22.0,5,0
CUST-0132,2022-12,22.1,4,0
CUST-0132,2023-01,23.5,5,0
CUST-0132,2023-02,,6,0
CUST-0132,2023-03,29.0,14,0
CUST-0132,2023-04,20.8,9,0
CUST-0132,2023-05,28.9,8,0
CUST-0132,2023-06,25.2,12,0
CUST-0132,2023-07,16.6,4,0
CUST-0132,2023-08,26.6,6,0
CUST-0132,2023-09,23.1,8,1
CUST-0132,2023-10,28.8,11,0
CUST-0132,2023-11,21.6,5,0
CUST-0132,2023-12,23.2,7,0
CUST-0132,2024-01,18.7,7,0
CUST-0132,2024-02,14.6,3,0
CUST-0132,2024-03,20.6,9,0
CUST-0132,2024-04,22.7,5,0
CUST-0132,2024-05,29.3,5,1
CUST-0132,2024-06,22.5,9,1
CUST-0132,2024-07,25.8,8,0
